%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionNative
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Marker Channel, Timestamp (Formatted)
100.0, -466.5057707228698, -560.3492103610188, -393.4112960388884, -398.26755613135174, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161002974261E9, 0.0, 2025-02-21 12:03:22.974
100.0, -463.40913355955854, -552.3682638555765, -362.26540920790285, -390.23051112657413, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161002974295E9, 0.0, 2025-02-21 12:03:22.974
0.0, -468.287833051756, -554.8384677763097, -343.27980708284304, -348.70453196857125, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161002976155E9, 0.0, 2025-02-21 12:03:22.976
1.0, -476.21268105786294, -568.3881253157742, -391.58809481048957, -400.64800245314837, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7401610029762E9, 0.0, 2025-02-21 12:03:22.976
1.0, -475.2702262690291, -556.5999606554396, -354.8996762451716, -357.59053426329046, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161002976212E9, 0.0, 2025-02-21 12:03:22.976
3.0, -464.01686730235815, -548.5442161508836, -327.3253938718699, -337.4249937022105, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003003852E9, 0.0, 2025-02-21 12:03:23.003
3.0, -443.64189234375954, -543.1811996144243, -374.1863403166644, -376.5443472387269, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003003882E9, 0.0, 2025-02-21 12:03:23.003
4.0, -468.8600377449766, -557.6396528431214, -340.1420310200192, -343.44249273091555, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003003911E9, 0.0, 2025-02-21 12:03:23.003
4.0, -474.4137891791761, -556.3119883588515, -341.1779833077453, -331.39627497363836, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003003922E9, 0.0, 2025-02-21 12:03:23.003
5.0, -472.4877407019958, -555.6649856665172, -376.422800490167, -377.05297363270074, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003032033E9, 0.0, 2025-02-21 12:03:23.032
5.0, -477.8619769383222, -560.0668479143642, -338.8405458354391, -337.84012259729207, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003032059E9, 0.0, 2025-02-21 12:03:23.032
6.0, -478.39678263198584, -560.526855608914, -358.6320964009501, -360.9901033230126, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003033816E9, 0.0, 2025-02-21 12:03:23.033
6.0, -469.1106110420078, -552.4972904040478, -353.01476666750386, -352.56036882288754, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003033833E9, 0.0, 2025-02-21 12:03:23.033
7.0, -481.7028541928157, -560.7101107067429, -336.839699359145, -337.7428851984441, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003035417E9, 0.0, 2025-02-21 12:03:23.035
7.0, -479.0026464248076, -566.7350895353593, -368.6363287824206, -371.1364519027993, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003035433E9, 0.0, 2025-02-21 12:03:23.035
8.0, -481.5270788948983, -557.6172134433873, -336.31237346539274, -346.47555159498006, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003035454E9, 0.0, 2025-02-21 12:03:23.035
8.0, -477.39448944386095, -556.5812611556612, -334.18811029056087, -333.10540925338864, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003035465E9, 0.0, 2025-02-21 12:03:23.035
9.0, -477.8619769383222, -561.5067093973048, -384.73659809166566, -381.2528812829405, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003063082E9, 0.0, 2025-02-21 12:03:23.063
9.0, -478.8867095261812, -562.23972978862, -349.0018540150486, -354.1647859038785, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003063113E9, 0.0, 2025-02-21 12:03:23.063
10.0, -474.1519961822778, -550.7993758241646, -352.3640240752138, -362.8750129006803, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100306314E9, 0.0, 2025-02-21 12:03:23.063
10.0, -479.39533592015505, -556.8804531521164, -354.7725196466781, -369.86488591786474, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100306315E9, 0.0, 2025-02-21 12:03:23.063
11.0, -481.639275893569, -561.1888179010712, -338.0289875450544, -349.2729967618361, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003092265E9, 0.0, 2025-02-21 12:03:23.092
11.0, -485.7456860449165, -566.7463092352264, -383.4500725069083, -378.34323911741376, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003092294E9, 0.0, 2025-02-21 12:03:23.092
12.0, -471.79585921019316, -550.058875632938, -341.2153823073022, -345.55179630592465, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003093393E9, 0.0, 2025-02-21 12:03:23.093
12.0, -481.0147126009688, -563.3392603755929, -345.35171165829524, -349.66194635722786, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003093412E9, 0.0, 2025-02-21 12:03:23.093
13.0, -473.5124732898548, -553.6267401906662, -366.53824490727857, -373.49632877483964, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003095326E9, 0.0, 2025-02-21 12:03:23.095
13.0, -473.4002762911841, -554.4457782809623, -333.0324812042527, -328.58761010691524, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003095343E9, 0.0, 2025-02-21 12:03:23.095
14.0, -480.18071491084993, -565.8412534459494, -365.21432032296434, -368.4998224340379, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003095433E9, 0.0, 2025-02-21 12:03:23.095
14.0, -473.7443470871076, -553.0208763978444, -340.67683671368286, -347.272150285542, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100309545E9, 0.0, 2025-02-21 12:03:23.095
15.0, -481.10073029994965, -556.5550818559714, -334.67803718475625, -353.03907601721585, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003122972E9, 0.0, 2025-02-21 12:03:23.122
15.0, -478.57629782985896, -562.4678636859171, -373.2775446274318, -372.105085991323, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003122999E9, 0.0, 2025-02-21 12:03:23.122
16.0, -476.7362670516595, -553.8847932876088, -338.12622494390234, -337.21555930469185, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003123024E9, 0.0, 2025-02-21 12:03:23.123
16.0, -481.24658639822155, -564.120899466332, -342.1802764958702, -341.6809998517856, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003123049E9, 0.0, 2025-02-21 12:03:23.123
17.0, -485.06502425298095, -566.8547663339414, -369.13373547652736, -366.67849115561694, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003151996E9, 0.0, 2025-02-21 12:03:23.151
17.0, -481.9758668895811, -557.523715944495, -335.549433874432, -340.07284287083894, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003152024E9, 0.0, 2025-02-21 12:03:23.152
18.0, -480.80901810340583, -563.3504800754599, -367.2376061989926, -372.5576138859615, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003153542E9, 0.0, 2025-02-21 12:03:23.153
18.0, -486.47122663632035, -565.6505185482092, -344.558852867689, -362.4748436054215, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003153564E9, 0.0, 2025-02-21 12:03:23.153
19.0, -485.14356215205044, -558.74292333005, -336.3273330652155, -346.18009949848056, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003155297E9, 0.0, 2025-02-21 12:03:23.155
19.0, -483.9280946664512, -570.1458782949485, -378.8387758615427, -377.30728682968765, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003155313E9, 0.0, 2025-02-21 12:03:23.155
20.0, -484.3694028612226, -565.5495412494056, -343.86697137588635, -339.51185787748545, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003155333E9, 0.0, 2025-02-21 12:03:23.155
20.0, -482.58547058235854, -565.4822230502032, -346.5858786436729, -348.0612691761926, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003155343E9, 0.0, 2025-02-21 12:03:23.155
21.0, -483.29231167398393, -570.5385677902959, -365.92116141458973, -372.9839624809101, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003183081E9, 0.0, 2025-02-21 12:03:23.183
21.0, -479.2569596217945, -554.5280560799874, -328.2753284606151, -333.69631344638765, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003183105E9, 0.0, 2025-02-21 12:03:23.183
22.0, -487.09578992892057, -567.0380214317702, -368.03420488955453, -372.49029568675905, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003212345E9, 0.0, 2025-02-21 12:03:23.212
22.0, -485.80926434416324, -553.6790987900458, -337.7746743480675, -352.52296982333064, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003212381E9, 0.0, 2025-02-21 12:03:23.212
23.0, -482.7500261804089, -568.2160899178125, -339.0013615335338, -349.3964134603739, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003272025E9, 0.0, 2025-02-21 12:03:23.272
23.0, -486.25431243889034, -568.2497490174137, -383.1695800102316, -381.0434468854219, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003272056E9, 0.0, 2025-02-21 12:03:23.272
24.0, -480.28169220965356, -565.9010918452404, -345.957575451117, -341.62490135245025, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003273267E9, 0.0, 2025-02-21 12:03:23.273
24.0, -468.3401916511357, -555.9716574628837, -351.05879899067804, -349.89382015448064, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003273301E9, 0.0, 2025-02-21 12:03:23.273
25.0, -482.3685563849285, -565.3737659514882, -366.13059581210837, -365.63505906797945, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003274752E9, 0.0, 2025-02-21 12:03:23.274
25.0, -484.43672106042504, -564.4911495619453, -333.94127689348534, -329.42908759694546, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100327477E9, 0.0, 2025-02-21 12:03:23.274
26.0, -477.888156238012, -571.3276866809465, -368.91682127909735, -379.90651729889214, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003274798E9, 0.0, 2025-02-21 12:03:23.274
26.0, -479.2008611224592, -556.9028925518505, -337.9280102462508, -340.1663403697312, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003274809E9, 0.0, 2025-02-21 12:03:23.274
27.0, -480.3826695084572, -561.5665477965958, -338.7320887367241, -335.55130382440984, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003275948E9, 0.0, 2025-02-21 12:03:23.275
27.0, -474.94859487283975, -556.4167055576108, -362.4093953561969, -372.0228081922978, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003275963E9, 0.0, 2025-02-21 12:03:23.275
28.0, -479.65338901709765, -554.5804146793671, -326.274481984321, -334.88934153225273, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003275983E9, 0.0, 2025-02-21 12:03:23.275
28.0, -484.24224626272917, -564.3639929634519, -356.79206562275067, -361.85776011273265, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003275993E9, 0.0, 2025-02-21 12:03:23.275
33.0, -480.9623540015891, -553.70153818978, -338.5226543392055, -348.5324965706095, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003303055E9, 0.0, 2025-02-21 12:03:23.303
33.0, -478.12750983517617, -557.2656628475524, -333.245655501727, -337.88874129671603, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003303087E9, 0.0, 2025-02-21 12:03:23.303
34.0, -482.32367758546025, -564.6070864605717, -373.5617770240642, -373.23079587798566, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003303114E9, 0.0, 2025-02-21 12:03:23.303
34.0, -484.5264786593616, -563.313081075903, -350.5202533970587, -340.29349696822464, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003303125E9, 0.0, 2025-02-21 12:03:23.303
35.0, -485.4951127478853, -564.8726193574257, -352.75297367060557, -337.7167058987543, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003332041E9, 0.0, 2025-02-21 12:03:23.332
35.0, -490.7908110851422, -562.9129117806442, -372.33134993864223, -368.9224311290309, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003332067E9, 0.0, 2025-02-21 12:03:23.332
36.0, -477.31221164483577, -556.4054858577438, -336.3310729651712, -331.99091906659305, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100333344E9, 0.0, 2025-02-21 12:03:23.333
36.0, -486.06731744110584, -560.2688025119714, -357.3044319166802, -359.236090243794, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003333471E9, 0.0, 2025-02-21 12:03:23.333
37.0, -477.39448944386095, -553.5182830919512, -336.9294569580816, -345.2301649097353, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003333499E9, 0.0, 2025-02-21 12:03:23.333
37.0, -481.7514728922397, -559.1206532255746, -330.11535923881456, -336.85278900898993, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100333351E9, 0.0, 2025-02-21 12:03:23.333
38.0, -480.9361747018993, -562.4678636859171, -369.96025336673483, -376.6228851377964, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003334537E9, 0.0, 2025-02-21 12:03:23.334
38.0, -481.5719576943666, -559.2814689236693, -338.12248504394665, -341.8343357499689, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003334555E9, 0.0, 2025-02-21 12:03:23.334
39.0, -480.46868720743805, -564.4500106624328, -344.5064942683093, -332.9034546557814, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003361935E9, 0.0, 2025-02-21 12:03:23.361
39.0, -486.9387141307816, -568.2160899178125, -369.2683718749322, -362.070934410207, -0.43200002051889896, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003361968E9, 0.0, 2025-02-21 12:03:23.361
40.0, -484.1150896642357, -564.4200914627872, -335.67285057296976, -334.48169243708253, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003363006E9, 0.0, 2025-02-21 12:03:23.363
40.0, -480.8501570029184, -570.4450702914037, -369.668541170191, -364.74496287852526, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003363031E9, 0.0, 2025-02-21 12:03:23.363
41.0, -479.05874492414296, -560.7998683056794, -349.5927582080476, -356.0197762819007, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003391962E9, 0.0, 2025-02-21 12:03:23.391
41.0, -478.40052253194153, -562.505262685474, -332.9128044056706, -329.2009536996484, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003391989E9, 0.0, 2025-02-21 12:03:23.391
42.0, -480.09469721186906, -559.6554589192383, -365.7940048160963, -368.5559209333733, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003393401E9, 0.0, 2025-02-21 12:03:23.393
42.0, -481.69163449294865, -563.5524346730672, -328.6829775557853, -327.4095416208729, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003393418E9, 0.0, 2025-02-21 12:03:23.393
43.0, -491.21715968009084, -566.6640314362012, -347.52833343250677, -347.9528120774776, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003393439E9, 0.0, 2025-02-21 12:03:23.393
43.0, -487.50717892404646, -569.5661938018166, -360.28513218136504, -367.5424080453813, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016100339345E9, 0.0, 2025-02-21 12:03:23.393
44.0, -478.03027243632823, -551.9662246103399, -329.86478594178334, -320.1952746063471, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003394498E9, 0.0, 2025-02-21 12:03:23.394
44.0, -485.35673644952476, -560.0406686146744, -370.9737662547268, -361.7941818134859, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003394513E9, 0.0, 2025-02-21 12:03:23.394
45.0, -483.83459716755897, -565.2802684525959, -345.2843934590928, -338.17297369334847, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003451987E9, 0.0, 2025-02-21 12:03:23.451
45.0, -493.81265024933964, -568.4479637150653, -333.1072792033665, -335.70463972259313, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003452014E9, 0.0, 2025-02-21 12:03:23.452
46.0, -490.6786140864715, -568.7621153113432, -384.2691105972044, -378.9229236105457, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003453774E9, 0.0, 2025-02-21 12:03:23.453
46.0, -477.80213853903115, -554.2213842836209, -336.0281410687603, -334.85194253269583, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003453787E9, 0.0, 2025-02-21 12:03:23.453
47.0, -482.84726357925683, -560.467017209623, -347.90980322798714, -346.6475869929418, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003455763E9, 0.0, 2025-02-21 12:03:23.455
47.0, -488.62166911084205, -559.2478098240681, -357.16605561831966, -352.4257324244827, -0.43200002051889896, 0.0, 0.9120000433176756, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740161003455782E9, 0.0, 2025-02-21 12:03:23.455
