%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionNative
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Marker Channel, Timestamp (Formatted)
7.0, -509.93161905836314, -594.6684023044072, -381.2659709327854, -387.1002148636617, -0.4480000212788582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016099499361E9, 0.0, 2025-02-21 12:03:14.993
8.0, -502.00303115230054, -596.4149355837144, -382.1224080226384, -388.0090105528943, -0.4480000212788582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995022452E9, 0.0, 2025-02-21 12:03:15.022
8.0, -511.4574982402846, -595.3453241963871, -397.3625003420748, -391.6591529096477, -0.4480000212788582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995022481E9, 0.0, 2025-02-21 12:03:15.022
9.0, -510.96757134608924, -588.9762745718472, -375.92165389610454, -386.939399165567, -0.4480000212788582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027212E9, 0.0, 2025-02-21 12:03:15.027
9.0, -512.0820615328848, -600.5886639342643, -405.19759074924514, -411.04305437998846, -0.4480000212788582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027235E9, 0.0, 2025-02-21 12:03:15.027
10.0, -505.0099107166752, -596.5981906815432, -386.1241009752266, -390.7279178206809, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027261E9, 0.0, 2025-02-21 12:03:15.027
10.0, -506.59562829788774, -594.212134509813, -380.3122964440845, -387.55274275830016, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027276E9, 0.0, 2025-02-21 12:03:15.027
11.0, -510.7244778489694, -596.7066477802582, -418.1077253962867, -420.7667942647822, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027297E9, 0.0, 2025-02-21 12:03:15.027
11.0, -514.3447010060772, -591.2015150454827, -382.28696362068877, -381.4267866308801, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995027312E9, 0.0, 2025-02-21 12:03:15.027
12.0, -512.4261323288083, -597.6790217687376, -404.6141663561575, -407.63974542031065, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016099505294E9, 0.0, 2025-02-21 12:03:15.052
12.0, -507.6951588848606, -592.6114573287778, -400.75084970192984, -412.15754456678405, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995052969E9, 0.0, 2025-02-21 12:03:15.052
13.0, -504.85283491853625, -586.4294027020223, -377.73176547465846, -373.7487720218487, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995052995E9, 0.0, 2025-02-21 12:03:15.052
13.0, -510.5861015506089, -603.113096404355, -419.7645010766573, -427.86886428063735, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995053006E9, 0.0, 2025-02-21 12:03:15.053
14.0, -507.44832548778504, -590.9771210481413, -389.4638316356577, -393.5440624873154, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995083466E9, 0.0, 2025-02-21 12:03:15.083
14.0, -513.7986756125465, -599.2460398501717, -392.2687566024251, -400.1375061091967, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995083499E9, 0.0, 2025-02-21 12:03:15.083
15.0, -510.0961746564135, -594.6758821043186, -416.9483564100228, -428.3064325754531, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995084225E9, 0.0, 2025-02-21 12:03:15.084
15.0, -502.29100344888866, -585.8384985090233, -379.62041495228186, -386.81224256707355, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995084243E9, 0.0, 2025-02-21 12:03:15.084
16.0, -515.5152896922082, -606.864216059912, -411.0019154804759, -412.580153261777, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995084265E9, 0.0, 2025-02-21 12:03:15.084
16.0, -508.353381277062, -597.3648701724596, -398.3984526298009, -403.37251957086846, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995084276E9, 0.0, 2025-02-21 12:03:15.084
17.0, -509.32949516549706, -597.3648701724596, -389.70318523282185, -388.0875484519638, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74016099511291E9, 0.0, 2025-02-21 12:03:15.112
17.0, -507.44458558782935, -596.3513572844677, -419.5438469792716, -436.3846164797433, -0.4480000212788582, 0.0, 0.9280000440776348, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740160995112938E9, 0.0, 2025-02-21 12:03:15.112
